facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region,region2
프라자아파트(전동지하),공공용,서울특별시 강동구 천호대로 1240 (둔촌동),서울특별시 강동구 둔촌동 603번지,37.53590156,127.1479827,1153.0,1397.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼익2차아파트(전동지하),공공용,서울특별시 강동구 고덕로 210 (명일동),서울특별시 강동구 명일동 15번지,37.55380796,127.1470662,10195.0,12357.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼익가든아파트(전동지하),공공용,서울특별시 강동구 상암로 214 (명일동),서울특별시 강동구 명일동 270번지,37.5463232,127.1462347,6090.0,7381.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한영고등학교,공공용,서울특별시 강동구 동남로 832 (상일동),서울특별시 강동구 상일동 166번지,37.54914227,127.157773,4838.0,5864.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동소방서,공공용,서울특별시 강동구 성내로 39 (성내동),서울특별시 강동구 성내동 541번지,37.52945616,127.1253711,324.0,393.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
이마트 천호점,공공용,서울특별시 강동구 천호대로 1017 (천호동),서울특별시 강동구 천호동 454번지 1호,37.53872639,127.1251498,5925.0,7181.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
세우빌딩,공공용,서울특별시 강동구 천호대로 1037 (천호동),서울특별시 강동구 천호동 453번지 14호,37.53784146,127.1273327,1285.0,1557.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동성심병원,공공용,"서울특별시 강동구 성안로 150 (길동, 강동성심병원)",서울특별시 강동구 길동 445번지,37.53614338,127.1353636,7840.0,9503.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대종합상가 지하,공공용,서울특별시 강동구 상암로 210 (명일동),서울특별시 강동구 명일동 347번지 3호,37.54629971,127.1457936,1129.0,1368.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
기아자동차 강동지점,공공용,서울특별시 강동구 양재대로 1395 (성내동),서울특별시 강동구 성내동 397번지 3호,37.5307837,127.136817,1440.0,1745.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
경창빌딩 지하주차장,공공용,서울특별시 강동구 양재대로 1349 (성내동),서울특별시 강동구 성내동 428번지 6호,37.52671829,127.1353591,277.0,335.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명덕유치원 지하,공공용,서울특별시 강동구 동남로83길 66 (고덕동),서울특별시 강동구 고덕동 639번지 2호,37.55987092,127.1531772,346.0,419.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동보건소 지하,공공용,서울특별시 강동구 성내로 45 (성내동),서울특별시 강동구 성내동 541번지 2호,37.52953883,127.1255851,578.0,701.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대3차아파트 (전동지하),공공용,서울특별시 강동구 진황도로 211 (둔촌동),서울특별시 강동구 둔촌동 135번지 1호,37.52734386,127.1448791,1594.0,1932.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대2차아파트(전동지하),공공용,서울특별시 강동구 풍성로65길 34 (둔촌동),서울특별시 강동구 둔촌동 70번지 5호,37.52946784,127.1404866,1323.0,1603.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동구민회관 지하,공공용,서울특별시 강동구 상암로 168 (천호동),서울특별시 강동구 천호동 41번지,37.54576425,127.1412165,1046.0,1267.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
코오롱상가 지하주차장,공공용,서울특별시 강동구 진황도로 12 (천호동),서울특별시 강동구 천호동 410번지 100호,37.5391815,127.128211,4699.0,5695.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명성교회 지하주차장,공공용,서울특별시 강동구 구천면로 452 (명일동),서울특별시 강동구 명일동 331번지 1호,37.54896402,127.1475853,3220.0,3903.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명일엘지아파트(전동지하),공공용,서울특별시 강동구 상암로51길 61 (명일동),서울특별시 강동구 명일동 332번지,37.54865988,127.1461524,42893.0,51991.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
대신증권 지하주차장,공공용,서울특별시 강동구 양재대로 1596 (명일동),서울특별시 강동구 명일동 335번지 3호,37.54808063,127.1437928,1671.0,2025.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
신한오피스텔 지하주차장,공공용,서울특별시 강동구 천호옛길 34 (성내동),서울특별시 강동구 성내동 120번지 89호,37.53224727,127.1226457,657.0,796.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
농협중앙회 서울지역본부,공공용,"서울특별시 강동구 올림픽로 528 (성내동, 농협서울지역본부)",서울특별시 강동구 성내동 451번지,37.52940131,127.1203999,2620.0,3176.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
심포니타워,공공용,서울특별시 강동구 양재대로 1365 (성내동),서울특별시 강동구 성내동 416번지 6호,37.52806464,127.1358753,644.0,780.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
KT강동지사,공공용,서울특별시 강동구 천호대로175길 39 (길동),서울특별시 강동구 길동 415번지 9호,37.53701113,127.1369716,1993.0,2415.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
4H회관,공공용,서울특별시 강동구 동남로73길 31 (명일동),서울특별시 강동구 명일동 48번지 1호,37.55267134,127.1544668,865.0,1048.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대아파트(전동지하),공공용,서울특별시 강동구 진황도로 47-2 (천호동),서울특별시 강동구 천호동 168번지 6호,37.53855872,127.1329708,1559.0,1889.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대프라자상가,공공용,서울특별시 강동구 진황도로 18 (천호동),서울특별시 강동구 천호동 410번지 105호,37.53926909,127.1291119,5598.0,6785.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동화빌딩(달려라병원),공공용,서울특별시 강동구 천호대로 1165 (길동),서울특별시 강동구 길동 318번지,37.53408449,127.1409316,940.0,1139.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동수도사업소,공공용,"서울특별시 강동구 성내로 51 (성내동, 강동수도사업소)",서울특별시 강동구 성내동 541번지 4호,37.52909386,127.126337,561.0,680.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
국민은행 명일동지점,공공용,서울특별시 강동구 양재대로 1661 (명일동),서울특별시 강동구 명일동 306번지 1호,37.55385747,127.1439419,1387.0,1681.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
주양쇼핑센터,공공용,서울특별시 강동구 고덕로62길 55 (명일동),서울특별시 강동구 명일동 48번지,37.55239415,127.1534541,8587.0,10408.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한일빌딩,공공용,서울특별시 강동구 천호대로 1016 (성내동),서울특별시 강동구 성내동 48번지 1호,37.53779571,127.1248008,3960.0,4800.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
일성하이츠오피스텔,공공용,"서울특별시 강동구 천호대로 1121 (길동, 일성하이츠오피스텔)",서울특별시 강동구 길동 454번지 1호,37.53521355,127.1363587,1840.0,2230.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
라이프아파트(전동지하),공공용,서울특별시 강동구 풍성로65길 29 (둔촌동),서울특별시 강동구 둔촌동 544번지,37.52957012,127.1395849,660.0,800.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
명일역,공공용,"서울특별시 강동구 양재대로 지하 1632 (명일동, 명일역)",서울특별시 강동구 명일동 312번지,37.55126289,127.1440055,3474.0,4210.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
굽은다리역,공공용,"서울특별시 강동구 양재대로 지하 1572 (명일동, 굽은다리역)",서울특별시 강동구 명일동 345번지 12호,37.54573193,127.1429709,3227.0,3911.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
sk네트웍스,공공용,"서울특별시 강동구 강동대로 195 (성내동, 뉴타임빌딩)",서울특별시 강동구 성내동 448번지 3호,37.52439988,127.1282698,1651.0,2001.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
성내1동주민센터,공공용,"서울특별시 강동구 성내로 13 (성내동, 성내1동주민센터)",서울특별시 강동구 성내동 539번지 1호,37.53047984,127.1224627,396.0,480.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
화영빌딩(우리홈마트),공공용,서울특별시 강동구 강동대로53길 80 (성내동),서울특별시 강동구 성내동 430번지 12호,37.52624999,127.132932,677.0,820.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
힐탑오피스텔,공공용,서울특별시 강동구 천호대로 1073 (천호동),서울특별시 강동구 천호동 449번지 49호,37.53656444,127.1313418,5271.0,6389.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암사1동자치회관,공공용,서울특별시 강동구 고덕로24길 49 (암사동),서울특별시 강동구 암사동 474번지 6호,37.55238301,127.1357195,443.0,536.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
유원아파트,공공용,서울특별시 강동구 상암로12길 24 (천호동),서울특별시 강동구 천호동 287번지 9호,37.54877467,127.1278564,4987.0,6044.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
고덕전철역,공공용,서울특별시 강동구 고덕로 지하 253 (고덕동),서울특별시 강동구 고덕동 310번지,37.55504705,127.1539511,4418.0,5355.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대아파트(전동 지하주차장),공공용,"서울특별시 강동구 고덕로61길 37 (고덕동, 현대아파트)",서울특별시 강동구 고덕동 312번지,37.55675353,127.1519561,11780.0,14278.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
길동지하철역,공공용,"서울특별시 강동구 양재대로 지하 1480 (길동, 길동역)",서울특별시 강동구 길동 378번지,37.53780806,127.139995,1752.0,2123.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
KT&G강동지사(담배인삼공사),공공용,서울특별시 강동구 양재대로 1544 (길동),서울특별시 강동구 길동 335번지 5호,37.54341938,127.1424849,1945.0,2357.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
신성통상,공공용,서울특별시 강동구 풍성로63길 84 (둔촌동),서울특별시 강동구 둔촌동 444번지,37.53171923,127.1403137,8566.0,10383.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
하이츠아파트(전동지하),공공용,서울특별시 강동구 명일로 113 (둔촌동),서울특별시 강동구 둔촌동 545번지,37.52919593,127.1421819,736.0,892.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
둔촌동역,공공용,"서울특별시 강동구 양재대로 지하 1369 (둔촌동, 둔촌역)",서울특별시 강동구 둔촌동 416번지,37.52813134,127.1363723,2722.0,3299.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
다성빌딩,공공용,"서울특별시 강동구 강동대로 199 (성내동, 다성빌딩)",서울특별시 강동구 성내동 448번지 8호,37.52421856,127.1286968,2204.0,2672.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
서경빌딩,공공용,"서울특별시 강동구 성내로 19 (성내동, (주)서경산업개발)",서울특별시 강동구 성내동 539번지 3호,37.53035639,127.1228262,1488.0,1804.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동메가박스,공공용,"서울특별시 강동구 성내로 48 (성내동, 씨네월드)",서울특별시 강동구 성내동 549번지 1호,37.52844689,127.1253602,2639.0,3199.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동방아파트,공공용,서울특별시 강동구 양재대로95길 74 (성내동),서울특별시 강동구 성내동 407번지 2호,37.53137807,127.1330764,991.0,1201.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
지하철 천호역,공공용,"서울특별시 강동구 천호대로 지하 997 (천호동, 천호역)",서울특별시 강동구 천호동 455번지,37.53858078,127.1237371,13185.0,15981.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
지하철 강동역,공공용,서울특별시 강동구 천호대로 지하 1097 (천호동),서울특별시 강동구 천호동 447번지,37.53552024,127.1335316,9409.0,11404.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
제일아파트,공공용,서울특별시 강동구 천중로12길 17 (천호동),서울특별시 강동구 천호동 361번지 1호,37.54441152,127.1275165,1349.0,1635.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
상일동역,공공용,서울특별시 강동구 고덕로 지하 359 (상일동),서울특별시 강동구 상일동 148번지,37.55666301,127.1658333,7701.0,9334.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대4차아파트(전동지하),공공용,서울특별시 강동구 진황도로61길 7 (둔촌동),서울특별시 강동구 둔촌동 89번지,37.52940195,127.143825,3207.0,3887.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동구의회,공공용,"서울특별시 강동구 성내로 55 (성내동, 강동구의회의사당)",서울특별시 강동구 성내동 541번지 1호,37.52863453,127.126365,1935.0,2345.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼성아파트(전동지하),공공용,서울특별시 강동구 성안로25길 6 (천호동),서울특별시 강동구 천호동 528번지,37.53830177,127.1347955,11126.0,13486.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
길동동아아파트(전동지하),공공용,서울특별시 강동구 동남로49길 60-5 (둔촌동),서울특별시 강동구 둔촌동 621번지,37.53305885,127.1461254,2913.0,3530.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대모터프라자,공공용,서울특별시 강동구 천호대로 1096 (성내동),서울특별시 강동구 성내동 192번지 3호,37.53519972,127.1332359,1859.0,2253.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동아1차아파트,공공용,서울특별시 강동구 풍성로54길 12-11 (성내동),서울특별시 강동구 성내동 419번지 13호,37.52880061,127.1329586,3960.0,4800.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대백화점,공공용,서울특별시 강동구 천호대로 1005 (천호동),서울특별시 강동구 천호동 455번지 8호,37.53897348,127.1244454,22303.0,27033.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼익아파트(전동지하),공공용,서울특별시 강동구 상암로12길 13 (천호동),서울특별시 강동구 천호동 288번지 5호,37.54855432,127.128449,6750.0,8181.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동아코아아파트(2001아웃렛),공공용,서울특별시 강동구 구천면로 189 (천호동),서울특별시 강동구 천호동 563번지,37.54159093,127.1255358,19754.0,23944.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동웨딩문화센터,공공용,서울특별시 강동구 천호대로 1102 (성내동),서울특별시 강동구 성내동 199번지,37.53477949,127.133682,6764.0,8198.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
둔촌역 청구아파트,공공용,서울특별시 강동구 풍성로 194 (성내동),서울특별시 강동구 성내동 419번지 1호,37.52960504,127.1333571,5608.0,6797.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
천호역지하환승주차장,공공용,서울특별시 강동구 천호대로 1045 (천호동),서울특별시 강동구 천호동 452번지,37.53748015,127.1284345,49493.0,59991.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대타워,공공용,서울특별시 강동구 천호대로 1095 (천호동),서울특별시 강동구 천호동 565번지,37.53594175,127.1336636,4356.0,5280.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
길동 신동아4차아파트,공공용,"서울특별시 강동구 명일로 260 (길동, 신동아아파트)",서울특별시 강동구 길동 92번지,37.54113318,127.1474004,2353.0,2852.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강동구청역,공공용,"서울특별시 강동구 올림픽로 지하 550 (성내동, 강동구청역)",서울특별시 강동구 성내동 319번지,37.53067303,127.1205709,5601.0,6789.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암사역,공공용,서울특별시 강동구 올림픽로 지하 776 (암사동),서울특별시 강동구 암사동 501번지,37.55014106,127.1275418,4878.0,5912.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
선사현대아파트(전동 지하주차장),공공용,서울특별시 강동구 상암로 11 (암사동),서울특별시 강동구 암사동 509번지,37.55344437,127.1256571,20657.0,25038.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
삼성광나루아파트(전동 지하주차장),공공용,서울특별시 강동구 상암로3길 77 (암사동),서울특별시 강동구 암사동 508번지,37.55416784,127.1272332,3375.0,4090.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
진로아파트(전동지하),공공용,서울특별시 강동구 동남로73길 26 (명일동),서울특별시 강동구 명일동 47번지 12호,37.5532326,127.1547801,8887.0,10772.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
이마트 명일점,공공용,서울특별시 강동구 동남로75길 5 (명일동),서울특별시 강동구 명일동 47번지 7호,37.55400725,127.156005,2506.0,3037.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
양지학원,공공용,서울특별시 강동구 동남로 885 (명일동),서울특별시 강동구 명일동 48번지 6호,37.55265545,127.1559749,932.0,1129.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한스빌딩,공공용,서울특별시 강동구 암사길 51 (암사동),서울특별시 강동구 암사동 473번지 37호,37.55200848,127.1350222,383.0,464.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
501타워빌딩(동양덱스빌),공공용,서울특별시 강동구 상암로 41 (암사동),서울특별시 강동구 암사동 501번지 4호,37.55015642,127.1281937,520.0,630.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
이안강동,공공용,서울특별시 강동구 천호대로162길 34 (성내동),서울특별시 강동구 성내동 25번지 1호,37.53557687,127.1279489,12483.0,15130.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
씨제이나인파크,공공용,서울특별시 강동구 천호대로 1078 (성내동),서울특별시 강동구 성내동 164번지 1호,37.53582547,127.1312648,10026.0,12152.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
대우한강베네시티,공공용,서울특별시 강동구 올림픽로 664 (천호동),서울특별시 강동구 천호동 425번지 5호,37.54055718,127.1249773,27500.0,33333.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
GS강동자이아파트,공공용,"서울특별시 강동구 천호대로 1239 (길동, GS강동자이아파트)",서울특별시 강동구 길동 474번지,37.53785898,127.1482773,32994.0,39992.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
신성미소지움아파트(전동지하),공공용,서울특별시 강동구 진황도로 212 (둔촌동),서울특별시 강동구 둔촌동 134번지 10호,37.52720879,127.1433296,3210.0,3890.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
세양청마루아파트(전동지하),공공용,서울특별시 강동구 천호대로 1162 (둔촌동),서울특별시 강동구 둔촌동 426번지,37.53326213,127.1405965,5106.0,6189.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
광남캐스빌아파트(전동지하),공공용,서울특별시 강동구 천호대로 1156-12 (둔촌동),서울특별시 강동구 둔촌동 435번지 7호,37.53317985,127.1390894,5449.0,6604.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
둔촌신동아아파트(전동지하),공공용,서울특별시 강동구 양재대로96길 79 (둔촌동),서울특별시 강동구 둔촌동 555번지,37.5290426,127.1414871,12698.0,15391.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암펠로스타워아파트(전동지하),공공용,서울특별시 강동구 명일로 110 (둔촌동),서울특별시 강동구 둔촌동 556번지,37.52882081,127.1431676,4617.0,5596.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한솔솔파크아파트(전동지하),공공용,서울특별시 강동구 천호대로198길 36 (둔촌동),서울특별시 강동구 둔촌동 611번지,37.53353124,127.1479078,4627.0,5608.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한건브리앙,공공용,서울특별시 강동구 암사1길 9 (암사동),서울특별시 강동구 암사동 497번지 6호,37.55117943,127.1301148,1204.0,1459.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
대원아파트,공공용,서울특별시 강동구 고덕로 52 (암사동),서울특별시 강동구 암사동 461번지,37.55446254,127.1305561,5459.0,6616.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
중앙하이츠아파트,공공용,서울특별시 강동구 올림픽로98가길 47 (암사동),서울특별시 강동구 암사동 493번지 14호,37.5509092,127.1316126,4397.0,5329.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
효정하나플러스,공공용,서울특별시 강동구 구천면로47길 69-18 (암사동),서울특별시 강동구 암사동 672번지,37.55127636,127.1340079,1988.0,2409.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동아하이빌아파트(지하주차장),공공용,서울특별시 강동구 구천면로 278 (천호동),서울특별시 강동구 천호동 217번지 132호,37.54464755,127.1338849,12374.0,14998.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
천호1동 공영주차장,공공용,"서울특별시 강동구 구천면로42길 60 (천호동, 천호동 노외주차장)",서울특별시 강동구 천호동 87번지 26호,37.54498842,127.1362797,6598.0,7997.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
동원베네스트아파트,공공용,서울특별시 강동구 고덕로 52-11 (암사동),서울특별시 강동구 암사동 670번지,37.55408839,127.1311275,3126.0,3789.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
일주빌딩,공공용,서울특별시 강동구 구천면로 304 (천호동),서울특별시 강동구 천호동 234번지 6호,37.54672675,127.1348115,1460.0,1769.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크 3단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로93길 40 (강일동),서울특별시 강동구 강일동 674번지,37.56551597,127.1751083,30682.0,37190.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크 4단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로97길 19 (강일동),서울특별시 강동구 강일동 673번지,37.56699379,127.1767891,5850.0,7091.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크 6단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로94길 19 (강일동),서울특별시 강동구 강일동 684번지,37.56273512,127.177266,14348.0,17392.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크 9단지(전동 지하주차장),공공용,서울특별시 강동구 고덕로97길 29 (강일동),서울특별시 강동구 강일동 699번지,37.55835093,127.1778348,24645.0,29873.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
암사3동주민센터,공공용,서울특별시 강동구 고덕로 137 (암사동),서울특별시 강동구 암사동 414번지 19호,37.55499692,127.1407825,1542.0,1869.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
롯데캐슬(아)상가,공공용,서울특별시 강동구 고덕로 133 (암사동),서울특별시 강동구 암사동 414번지 18호,37.55525508,127.1403494,6536.0,7922.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
롯데캐슬(아)(전동 지하주차장),공공용,"서울특별시 강동구 고덕로 131 (암사동, 강동롯데캐슬퍼스트아파트)",서울특별시 강동구 암사동 414번지 2호,37.55516792,127.1438599,21200.0,25697.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
현대홈타운아파트(전동 지하주차장),공공용,"서울특별시 강동구 고덕로27길 36 (암사동, 강동현대홈타운)",서울특별시 강동구 암사동 400번지,37.55689011,127.1384405,13545.0,16418.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한강현대아파트(전동 지하주차장),공공용,"서울특별시 강동구 올림픽로104길 41 (암사동, 한강현대아파트)",서울특별시 강동구 암사동 442번지 1호,37.55600897,127.1313089,8040.0,9745.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
한강포스파크아파트(전동 지하주차장),공공용,"서울특별시 강동구 고덕로19길 30 (암사동, 한강포스파크아파트)",서울특별시 강동구 암사동 445번지,37.5561744,127.133822,2240.0,2715.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일동복합청사,공공용,서울특별시 강동구 아리수로93길 9-14 (강일동),서울특별시 강동구 강일동 678번지,37.56503646,127.1739128,1056.0,1280.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일초등학교,공공용,서울특별시 강동구 아리수로98길 24 (강일동),서울특별시 강동구 강일동 685번지,37.56525695,127.1772119,481.0,583.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
온조대왕체육관,공공용,서울특별시 강동구 고덕로 285 (고덕동),서울특별시 강동구 고덕동 296번지,37.55672978,127.157457,2057.0,2493.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크1단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로93가길 25 (강일동),서울특별시 강동구 강일동 665번지,37.56686794,127.1720248,8251.0,10001.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크2단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로97길 68 (강일동),서울특별시 강동구 강일동 668번지,37.5687319,127.1766568,13046.0,15813.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크5단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로97길 20 (강일동),서울특별시 강동구 강일동 670번지,37.56851697,127.1781421,21145.0,25630.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크7단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로98길 25 (강일동),서울특별시 강동구 강일동 686번지,37.56527685,127.178337,22015.0,26684.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
강일리버파크8단지(전동 지하주차장),공공용,서울특별시 강동구 아리수로94길 72 (강일동),서울특별시 강동구 강일동 701번지,37.56071882,127.1762694,12316.0,14928.0,Y,공공시설,02-3425-5160,강동구청,2021-08-06,서울특별시,강동구
