facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region
부적주공아파트 지하주차장,공공용,경상북도 경산시 압량읍 조산로 26,경상북도 경산시 압량읍 부적리 777,35.84653021,128.7605129,1521.0,1844.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
삼북주공아파트 주차장,공공용,경상북도 경산시 장산로 152(삼북동),경상북도 경산시 삼북동 27,35.81783277,128.7412639,529.0,641.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
삼주봉황1차,공공용,경상북도 경산시 진량읍 봉황길 31,경상북도 경산시 진량읍 봉회리 71-1,35.88555925,128.8223182,4621.0,5601.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
삼주봉황3차,공공용,경상북도 경산시 진량읍 봉황길 21,경상북도 경산시 진량읍 봉회리 41,35.88496642,128.8193703,3148.0,3816.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
삼주봉황4차,공공용,경상북도 경산시 진량읍 봉황길 72,경상북도 경산시 진량읍 북리 102,35.88351421,128.8267055,7759.0,9405.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
상방주공아파트,공공용,경상북도 경산시 남매로6길 7(상방동),경상북도 경산시 상방동 292,35.81353024,128.7427935,3016.0,3656.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
선화청구,공공용,경상북도 경산시 진량읍 영청길 22,경상북도 경산시 진량읍 선화리 731,35.87387398,128.8008235,2876.0,3486.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
성암산신동아파밀리에,공공용,경상북도 경산시 장산로4길 10,경상북도 경산시 옥곡동 85-6,35.81256331,128.7298837,45849.0,55575.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
신나리아파트,공공용,경상북도 경산시 경청로222길 8(백천동),경상북도 경산시 백천동 588-1,35.8034846,128.7397034,11009.0,13344.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
영남대역,공공용,경상북도 경산시 대학로 270,경상북도 경산시 대동 163-2,35.83631921,128.7525877,8900.0,10788.0,Y,지하철역,,경상북도 경산시청,2021-06-14,경북
예다인아파트,공공용,경상북도 경산시 와촌면 금송로 325,경상북도 경산시 와촌면 덕촌리 594-1,35.93893895,128.8320448,2006.0,2432.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
옥산청구타운,공공용,경상북도 경산시 성암로8길 24,경상북도 경산시 옥산동 884-2,35.82039933,128.7219934,5721.0,6935.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
우림필유,공공용,경상북도 경산시 진량읍 봉황길 53,경상북도 경산시 진량읍 북리 824,35.88517645,128.8236424,3157.0,3827.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
우방3차아파트 지하주차장,공공용,경상북도 경산시 하양읍 문화로 3,경상북도 경산시 하양읍 금락리 130-8,35.90969674,128.813152,3478.0,4216.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
우방맨션,공공용,경상북도 경산시 대학로16길 6(정평동),경상북도 경산시 정평동 138-6,35.83337596,128.7302802,1729.0,2096.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
우방유쉘,공공용,경상북도 경산시 강변서로 111,경상북도 경산시 옥곡동 3-1,35.81733359,128.7318446,9629.0,11672.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
우방힐타운,공공용,경상북도 경산시 진량읍 공단로 527,경상북도 경산시 진량읍 신상리 868,35.87899293,128.8168586,8288.0,10046.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
웰리치성암,공공용,경상북도 경산시 삼성현로 203,경상북도 경산시 옥곡동 80,35.81602404,128.7257048,6732.0,8160.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
윤성3차아파트 지하주차장,공공용,경상북도 경산시 압량읍 연지길 152,경상북도 경산시 압량읍 인안리 48-8,35.8652128,128.7890146,1421.0,1722.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
이편한세상2단지,공공용,경상북도 경산시 대학로28길 31,경상북도 경산시 중방동 894,35.83162759,128.7391862,19071.0,23116.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
임당역,공공용,경상북도 경산시 대학로 170,경상북도 경산시 중방동 43-5,35.83394199,128.7405342,9607.0,11645.0,Y,지하철역,,경상북도 경산시청,2021-06-14,경북
조아아울렛,공공용,경상북도 경산시 강변동로 278(대평동),경상북도 경산시 대평동 439-7,35.834739,128.733347,4632.0,5615.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
중앙도서관,공공용,경상북도 경산시 대학로 280(대동),경상북도 경산시 조영동 321,35.83321816,128.7574494,1717.0,2081.0,Y,도서관,,경상북도 경산시청,2021-06-14,경북
진량휴먼시아,공공용,경상북도 경산시 진량읍 금호강변로 830-3,경상북도 경산시 진량읍 부기리 715,35.90638593,128.8232167,3857.0,4675.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
청구2차아파트 지하주차장,공공용,경상북도 경산시 하양읍 하양로 202-8,경상북도 경산시 하양읍 동서리 740-1,35.91646998,128.8272449,3398.0,4119.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
청구아파트  지하주차장,공공용,경상북도 경산시 하양읍 하양로33길 6,경상북도 경산시 하양읍 동서리 1082-1,35.91843428,128.8234738,4486.0,5438.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
크레용시티 지하주차장,공공용,경상북도 경산시 하양읍 하양로 69,경상북도 경산시 하양읍 금락리 117-20,35.91155856,128.8158405,4408.0,5343.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
태왕드림하이츠 지하,공공용,경상북도 경산시 삼풍로13-7(삼풍동),경상북도 경산시 삼풍동 500-1,35.82303438,128.7519692,20949.0,25393.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
펜타힐즈더샵 1차,공공용,경상북도 경산시 펜타힐즈2로 60,경상북도 경산시 중산동 643,35.82852531,128.7205756,39130.0,47430.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
하양롯데아파트 지하주차장,공공용,경상북도 경산시 하양읍 대학로298길 20-9,경상북도 경산시 하양읍 금락리 392-1,35.91096322,128.826498,4747.0,5754.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
한라빌라트 지하주차장,공공용,경상북도 경산시 압량읍 화랑로63길 3,경상북도 경산시 압량읍 부적리 537,35.84086257,128.7613297,376.0,456.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
한서신혼하이츠,공공용,경상북도 경산시 대학로13길 26(정평동),경상북도 경산시 정평동 255-50,35.836239,128.729489,7914.0,9593.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
현대아파트,공공용,경상북도 경산시 대학로9길 8(정평동),경상북도 경산시 정평동 130,35.83597336,128.7288786,8509.0,10314.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
황제아파트,공공용,경상북도 경산시 진량읍 황제1길 86-31,경상북도 경산시 진량읍 황제리 70-1,35.85773145,128.8190021,2836.0,3438.0,Y,주차장,,경상북도 경산시청,2021-06-14,경북
감포읍사무소,정부지원,경상북도 경주시 감포읍 감포로8길 14-8,경상북도 경주시 감포읍 감포리 56-1,35.80704257,129.501636,476.03,577.0,Y,창고,,감포읍행정복지센터,2020-10-27,경북
남호비치,공공용,경상북도 경주시 감포읍 동해안로 2233,경상북도 경주시 감포읍 감포리 605,35.805242,129.4965877,991.74,1202.0,Y,주차장,,남호비치,2020-10-27,경북
안강삼도타운,공공용,"경상북도 경주시 안강읍 구부랑4길 24-1,24-4",경상북도 경주시 안강읍 산대리 2393-2,36.0025058,129.1933132,959.34,1163.0,Y,주차장,,안강삼도타운,2020-10-27,경북
안강우방타운,공공용,"경상북도 경주시 안강읍 구부랑길 73,74",경상북도 경주시 안강읍 산대리 2380,36.00500804,129.1962124,4628.76,5611.0,Y,주차장,,안강우방타운,2020-10-27,경북
건천파티마요양병원,공공용,경상북도 경주시 건천읍 건천1길 8-9,경상북도 경주시 건천읍 건천리 335-15,35.848261,129.103817,320.98,389.0,N,주차장,,건천파티마요양병원,2020-10-27,경북
경주건천휴먼시아,공공용,경상북도 경주시 건천읍 대곡용명길 27,경상북도 경주시 건천읍 건천리 627,35.8473232,129.1083016,2147.54,2603.0,Y,주차장,,경주건천휴먼시아,2020-10-27,경북
건천읍사무소,정부지원,경상북도 경주시 건천읍 내서로 1106,경상북도 경주시 건천읍 건천리 244-1,35.8499328147,129.1019345776,92.56,112.0,Y,창고,,건천읍행정복지센터,2020-10-27,경북
건천전원타운,공공용,경상북도 경주시 건천읍 작원3길 81-4,경상북도 경주시 건천읍 천포리 366-1,35.855044,129.098844,851.88,1033.0,Y,주차장,,건천전원타운,2020-10-27,경북
금성크리스탈,공공용,경상북도 경주시 외동읍 모화남1길 15-5,경상북도 경주시 외동읍 모화리 산 119-1,35.67187384,129.3371757,909.09,1102.0,Y,주차장,,금성크리스탈,2020-10-27,경북
부성아파트,공공용,경상북도 경주시 외동읍 산업로 1762,경상북도 경주시 외동읍 모화리 산 115-2,35.67187649,129.3362968,700.83,849.0,Y,주차장,,부성아파트,2020-10-27,경북
성도대자연타운,공공용,경상북도 경주시 외동읍 산업로 1768-16,경상북도 경주시 외동읍 모화리 210,35.67242471,129.3377616,2866.12,3474.0,Y,주차장,,성도대자연타운,2020-10-27,경북
벽산천마타운,공공용,경상북도 경주시 외동읍 송계길 4-3,경상북도 경주시 외동읍 구어리 200,35.70052455,129.3272572,2383.47,2889.0,Y,주차장,,벽산천마타운,2020-10-27,경북
남정로얄맨션,공공용,경상북도 경주시 외동읍 순금1길 11,경상북도 경주시 외동읍 입실리 867-1,35.71190376,129.3227359,945.46,1146.0,Y,주차장,,남정로얄맨션,2020-10-27,경북
외동엘에치아파트,공공용,경상북도 경주시 외동읍 본동길 14,경상북도 경주시 외동읍 입실리 1393,35.7147126844,129.330337189,5270.11,6388.0,Y,주차장,,외동엘에치아파트,2020-10-27,경북
동천우방타운,공공용,경상북도 경주시 백률로57번길 22(동천동),경상북도 경주시 동천동 681-1,35.85967972,129.2266583,12201.65,14790.0,Y,주차장,,동천우방타운,2020-10-27,경북
경상북도 경주시청,정부지원,경상북도 경주시 양정로 260(동천동),경상북도 경주시 동천동 800,35.85619791,129.2247236,433.06,525.0,Y,창고,,경상북도 경주시청,2020-10-27,경북
우주로얄맨션,공공용,경상북도 경주시 대안길35번길 12-1(동천동),경상북도 경주시 동천동 702-12,35.85381404,129.2216908,3717.57,4506.0,Y,주차장,,우주로얄맨션,2020-10-27,경북
동천푸르지오,공공용,경상북도 경주시 백률로 7(동천동),경상북도 경주시 동천동 989,35.8569166,129.2207502,24775.0,30030.0,Y,주차장,,동천푸르지오,2020-10-27,경북
한국통신문화재단,공공용,경상북도 경주시 엑스포로 30(신평동),경상북도 경주시 신평동 150-5,35.83760979,129.2888714,428.78,520.0,Y,주차장,,한국통신문화재단,2020-10-27,경북
더케이경주호텔,공공용,경상북도 경주시 엑스포로 45(신평동),경상북도 경주시 신평동 150-2,35.8381610435,129.2902089475,4797.65,5815.0,Y,주차장,,더케이경주호텔,2020-10-27,경북
대우1차아파트,공공용,경상북도 경주시 충효녹지길 142-9(충효동),경상북도 경주시 충효동 2927,35.84584581,129.1759836,4085.95,4953.0,Y,주차장,,대우아파트,2020-10-27,경북
에덴타운,공공용,경상북도 경주시 충효5길 30(충효동),경상북도 경주시 충효동 371-2,35.84616319,129.1789538,661.16,801.0,Y,주차장,,에덴타운,2020-10-27,경북
대신그린타운,공공용,경상북도 경주시 충효녹지길 134-9(충효동),경상북도 경주시 충효동 2935,35.84545016,129.1769334,2353.72,2853.0,Y,주차장,,대신그린타운,2020-10-27,경북
대우2차아파트,공공용,경상북도 경주시 충효5길 13(충효동),경상북도 경주시 충효동 2942,35.8451814,129.1792324,3923.97,4756.0,Y,주차장,,대우아파트,2020-10-27,경북
현대아파트,공공용,경상북도 경주시 충효3길 28-3(충효동),경상북도 경주시 충효동 270-1,35.84400347,129.1865351,661.16,801.0,Y,주차장,,현대아파트,2020-10-27,경북
삼정아파트,공공용,경상북도 경주시 충효1길 22-5(충효동),경상북도 경주시 충효동 44-3,35.84182213,129.1917206,1189.86,1442.0,Y,주차장,,삼정아파트,2020-10-27,경북
신원아침도시,공공용,경상북도 경주시 충효1길 8(충효동),경상북도 경주시 충효동 3022,35.84028774,129.190678,4723.83,5726.0,Y,주차장,,신원아침도시,2020-10-27,경북
성건동 주민자치센터,공공용,경상북도 경주시 북문로 15(성건동),경상북도 경주시 성건동 484-13,35.85025003,129.2038613,550.0,667.0,N,문화센터,,성건동 주민자치센터,2020-10-27,경북
중앙시장,공공용,경상북도 경주시 금성로 295(성건동),경상북도 경주시 성건동 339-2,35.8439604877,129.206745297,3235.55,3922.0,Y,주차장,,중앙시장,2020-10-27,경북
코아루그랑블,공공용,경상북도 경주시 능원길 22(월성동),경상북도 경주시 도지동 1018,35.80319088,129.2658324,24852.0,30124.0,Y,주차장,,코아루그랑블,2020-10-27,경북
현곡면사무소,공공용,경상북도 경주시 현곡면 금장2길 12,경상북도 경주시 현곡면 금장리 457-1,35.86642714,129.2024009,160.0,194.0,Y,주차장,,현곡면행정복지센터,2020-10-27,경북
삼성강변 APT,공공용,경상북도 경주시 현곡면 금장5길 20-14,경상북도 경주시 현곡면 금장리 410-6,35.86786379,129.2038532,1351.0,1638.0,Y,주차장,,삼성강변 APT,2020-10-27,경북
신한 APT,공공용,경상북도 경주시 현곡면 금장5길 34,경상북도 경주시 현곡면 금장리 369,35.87044146,129.203619,2169.0,2629.0,Y,주차장,,신한 APT,2020-10-27,경북
세정스위츠리버,공공용,경상북도 경주시 현곡면 안현로 43-9,경상북도 경주시 현곡면 금장리 439,35.87112761,129.2029561,1015.0,1230.0,Y,주차장,,세정스위츠리버,2020-10-27,경북
새한센시빌아파트,공공용,경상북도 경주시 현곡면 안현로 68-7,경상북도 경주시 현곡면 금장리 347-4,35.87251049,129.2065503,1152.0,1396.0,Y,주차장,,새한센시빌아파트,2020-10-27,경북
삼보타운 106동,공공용,경상북도 경주시 용담로54번길 30-3,경상북도 경주시 황성동 309-1,35.86430569,129.2179898,2006.61,2432.0,Y,주차장,,삼보타운,2020-10-27,경북
삼보타운 107동,공공용,경상북도 경주시 용담로54번길 30-15,경상북도 경주시 황성동 308-2,35.86358533,129.2185498,1389.74,1685.0,Y,주차장,,삼보타운,2020-10-27,경북
신흥1차로얄,공공용,경상북도 경주시 용담로92번길 53-8,경상북도 경주시 황성동 513-3,35.86860412,129.2139606,3639.67,4412.0,Y,주차장,,신흥,2020-10-27,경북
신흥2차로얄,공공용,경상북도 경주시 용담로116번길 63,경상북도 경주시 황성동 545,35.86973365,129.2132969,1578.46,1913.0,Y,주차장,,신흥,2020-10-27,경북
한신,공공용,경상북도 경주시 황성로69번길 40,경상북도 경주시 황성동 557,35.87074868,129.2145429,3155.5,3825.0,Y,주차장,,한신,2020-10-27,경북
청우타운 401동,공공용,경상북도 경주시 황성로69번길 18,경상북도 경주시 황성동 552-2,35.86969918,129.2161432,1143.24,1386.0,Y,주차장,,청우타운,2020-10-27,경북
청우타운 303동,공공용,경상북도 경주시 황성로69번길 15,경상북도 경주시 황성동 551-7,35.86893198,129.216507,496.64,602.0,Y,주차장,,청우타운,2020-10-27,경북
청우타운 301동,공공용,경상북도 경주시 황성로69번길 10,경상북도 경주시 황성동 241-4,35.8687727,129.2177159,1304.26,1581.0,Y,주차장,,청우타운,2020-10-27,경북
현대5차,공공용,경상북도 경주시 황성로 60,경상북도 경주시 황성동 277-6,35.86717247,129.2179104,7872.0,9542.0,Y,주차장,,현대5차,2020-10-27,경북
e편한세상,공공용,경상북도 경주시 강변로 540,경상북도 경주시 황성동 1170,35.86976006,129.2106895,31950.0,38727.0,Y,주차장,,e편한세상,2020-10-27,경북
큰마디병원,공공용,경상북도 경주시 화랑로 130,경상북도 경주시 황오동 203-62,35.84416273,129.2150205,585.12,709.0,N,주차장,,큰마디병원,2020-10-27,경북
경주소방서,정부지원,경상북도 경주시 알천남로 276,경상북도 경주시 황오동 389-11,35.84408464,129.2283983987,532.23,645.0,Y,식당,,경주소방서,2020-10-27,경북
141미니호텔,공공용,경상북도 경주시 원효로 141,경상북도 경주시 황오동 296,35.84217957,129.216435,363.64,441.0,Y,휴게음식점,,141미니호텔,2020-10-27,경북
황오동주민센터,정부지원,경상북도 경주시 북성로 130,경상북도 경주시 성동동 301-3,35.84692675,129.2160182,195.04,236.0,Y,동사무소,,황오동행정복지센터,2020-10-27,경북
KT경주지점,공공용,경상북도 경주시 화랑로 125,경상북도 경주시 성동동 386-6,35.84484689,129.2144685,2783.47,3374.0,Y,공공용시설,,KT경주지점,2020-10-27,경북
청구아파트,공공용,경상북도 경주시 승삼1길 9(용강동),경상북도 경주시 용강동 1289,35.87858999,129.2284454,396.69,481.0,Y,주차장,,청구아파트,2020-10-27,경북
대신1차아파트,공공용,경상북도 경주시 소금강로29번길 29(용강동),경상북도 경주시 용강동 1349,35.86201738,129.222475,1715.7,2080.0,Y,주차장,,대신아파트,2020-10-27,경북
대신2차아파트,공공용,경상북도 경주시 소금강로29번길 28(용강동),경상북도 경주시 용강동 1348,35.86226905,129.2226839,2174.0,2635.0,Y,주차장,,대신아파트,2020-10-27,경북
대신3차아파트,공공용,경상북도 경주시 토용길6번길 10(용강동),경상북도 경주시 용강동 1328-6,35.86294848,129.2233626,1752.07,2124.0,Y,주차장,,대신아파트,2020-10-27,경북
삼환나우빌,공공용,경상북도 경주시 다불로 49(용강동),경상북도 경주시 용강동 1384,35.87626224,129.2319096,20385.47,24710.0,Y,주차장,,삼환나우빌,2020-10-27,경북
용황스위첸,공공용,경상북도 경주시 용황로10길 42(용강동),경상북도 경주시 용강동 1703,35.88666669,129.2307844,7584.72,9194.0,Y,주차장,,용황스위첸,2020-10-27,경북
현진에버빌2차,공공용,경상북도 경주시 광중길 73-6(용강동),경상북도 경주시 용강동 1380,35.88505457,129.2242375,11380.0,13794.0,Y,주차장,,현진에버빌2차,2020-10-27,경북
불국동주민센터,정부지원,경상북도 경주시 산업로 3008(불국동),경상북도 경주시 시래동 367-3,35.77523654,129.3005798,202.5,245.0,Y,동사무소,,불국동행정복지센터,2020-10-27,경북
고령군청지하대피시설,공공용,경상북도 고령군 대가야읍 왕릉로 55,경상북도 고령군 대가야읍 지산리190,35.7251122432,128.2626861998,2000.0,1500.0,Y,체력단련실 등,054-950-6443,고령군청 군민안전과,2020-07-01,경북
문화누리관 지하대피시설,공공용,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.723575902,128.2630951767,2500.0,1500.0,Y,공연장 등,054-950-6443,고령군청 군민안전과,2020-07-01,경북
고령교육지원청 대피시설,공공용,경상북도 고령군 대가야읍 가야금길 34,경상북도 고령군 대가야읍 쾌빈리 106,35.7418748848,128.2715598549,198.0,132.0,Y,탁구장,054-950-6443,고령군청 군민안전과,2020-07-01,경북
인의주공 206동옆 주차장,공공용,"경상북도 구미시 인동16길 47-4 (진평동, 구미인의주공아파트)",경상북도 구미시 진평동 180,36.097222,128.421156,2621.0,3177.0,Y,지하주차장,054-480-7781,진미동,2020-10-22,경북
진평주공 108동앞 주차장,공공용,"경상북도 구미시 인동26길 65 (진평동, 구미진평주공미래타운)",경상북도 구미시 진평동 1063,36.091768,128.423571,3283.0,3979.0,Y,지하주차장,054-480-7781,진미동,2020-10-22,경북
진평주공 106동앞 주차장,공공용,"경상북도 구미시 인동26길 65 (진평동, 구미진평주공미래타운)",경상북도 구미시 진평동 1063,36.091768,128.423571,4305.0,5218.0,Y,지하주차장,054-480-7781,진미동,2020-10-22,경북
진평주공 101동앞주차장,공공용,"경상북도 구미시 인동26길 65 (진평동, 구미진평주공미래타운)",경상북도 구미시 진평동 1063,36.091768,128.423571,6913.0,8379.0,Y,지하주차장,054-480-7781,진미동,2020-10-22,경북
구미보건소,공공용,"경상북도 구미시 선산대로 111 (지산동, 구미시의료센터)",경상북도 구미시 지산동 853-12,36.139919,128.345939,1193.0,1446.0,Y,식당,054-480-7461,지산동,2020-10-22,경북
지산새마을금고,공공용,경상북도 구미시 선산대로 163-1 (지산동),경상북도 구미시 지산동 104-1,36.144602,128.347375,153.0,185.0,Y,"회의, 교육",054-480-7461,지산동,2020-10-22,경북
창덕아파트,공공용,경상북도 구미시 장천면 강동로 207-9 (창덕아파트),,36.126857,128.493245,661.0,801.0,Y,주차장,054-480-7361,장천면,2020-10-22,경북
옥성면사무소,공공용,경상북도 구미시 옥성면 주아령로 415 (옥성면사무소),,36.295767,128.278753,149.0,181.0,Y,창고,054-480-7231,옥성면,2020-10-22,경북
임은태왕아너스파크,공공용,"경상북도 구미시 왕산로70-9(임은동, 임은태왕아너스파크)",경상북도 구미시 임은동 173,36.085913,128.368963,2383.0,2888.0,Y,주차장,054-480-7732,임오동,2020-10-22,경북
에덴타운,공공용,"경상북도 구미시 흥안로 46 (옥계동, 에덴타운)",경상북도 구미시 옥계동 543,36.148115,128.413109,1190.0,1442.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
휴먼시아1단지,공공용,"경상북도 구미시 옥계북로 43-48 (옥계동, 옥계휴먼시아1단지)",경상북도 구미시 옥계동 905-1,36.141541,128.424656,13918.0,16870.0,Y,지하주차장,054-480-7801,양포동,2020-10-22,경북
휴먼시아2단지,공공용,"경상북도 구미시 옥계북로 43-52 (옥계동, 옥계휴먼시아2단지)",경상북도 구미시 옥계동 905,36.142379,128.424685,20760.0,25164.0,Y,지하주차장,054-480-7801,양포동,2020-10-22,경북
양포동주민센터,공공용,"경상북도 구미시 산호대로35길 6 (옥계동, 양포동주민센터)",경상북도 구미시 옥계동 794-3,36.137028,128.425739,140.0,170.0,Y,창고,054-480-7801,양포동,2020-10-22,경북
부영2차아파트,공공용,"경상북도 구미시 산호대로25길 39 (옥계동, 부영아파트)",경상북도 구미시 옥계동 617,36.140327,128.416062,3378.0,4095.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
부영1차아파트,공공용,"경상북도 구미시 산호대로25길 53 (옥계동, 부영아파트)",경상북도 구미시 옥계동 616-1,36.141653,128.417847,3256.0,3947.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
동화타운,공공용,"경상북도 구미시 흥안로 43 (옥계동, 동화타운)",경상북도 구미시 옥계동 545,36.146497,128.415507,3256.0,3947.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
대백타운,공공용,"경상북도 구미시 흥안로 63 (옥계동, 대백타운)",경상북도 구미시 옥계동 540,36.146844,128.411824,2185.0,2648.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
한마음타운,공공용,"경상북도 구미시 흥안로 75 (옥계동, 한마음타운)",경상북도 구미시 옥계동 539,36.147289,128.409101,1983.0,2404.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
엘지이노텍(주)구미2공장,공공용,"경상북도 구미시 옥계2공단로 221 (구포동, 엘지이노텍(주)구미2공장)",경상북도 구미시 구포동 624,36.128495,128.410473,1876.0,2274.0,Y,식당,054-480-7801,양포동,2020-10-22,경북
동양산업,공공용,경상북도 구미시 옥계2공단로5길 14 (구포동),경상북도 구미시 구포동 622-14,36.131212,128.414485,185.0,224.0,Y,탁구장,054-480-7801,양포동,2020-10-22,경북
성원아파트,공공용,"경상북도 구미시 옥계2공단로 264-11 (구포동, 성원아파트)",경상북도 구미시 구포동 528,36.128952,128.419035,5474.0,6635.0,Y,주차장,054-480-7801,양포동,2020-10-22,경북
신평2동주민센터,공공용,"경상북도 구미시 신비로7길 9 (신평동, 신평2동 주민센터)",,36.123147,128.365769,245.0,297.0,Y,탁구장,054-480-7601,신평2동,2020-10-22,경북
우석아파트,공공용,"경상북도 구미시 신비로 36 (공단동, 우석아파트)",경상북도 구미시 공단동 2,36.121925,128.366581,850.0,1030.0,Y,창고,054-480-7601,신평2동,2020-10-22,경북
한국도로공사 구미지사,공공용,경상북도 구미시 구미중앙로 350-28 (신평동),경상북도 구미시 신평동 259-2,36.117525,128.359116,139.0,168.0,Y,체육관,054-480-7571,신평1동,2020-10-22,경북
송정지하도,공공용,"경상북도 구미시 백산로 지하 84 (송정동, 송정지하도)",경상북도 구미시 송정동 9-10,36.120667,128.342461,321.0,389.0,Y,야간학교,054-480-6746,송정동,2020-10-22,경북
문화예술회관,공공용,경상북도 구미시 송정대로 89 (송정동),경상북도 구미시 송정동 75,36.118378,128.348947,2508.0,3040.0,Y,무용실,054-480-7401,송정동,2020-10-22,경북
우방신세계아파트2단지(204동~206동),공공용,"경상북도 구미시 상사서로 17 (상모동, 우방신세계타운2단지)",경상북도 구미시 상모동 76-1,36.083969,128.356447,4684.0,5678.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
화성파크프레지던트1단지 지하주차장(,공공용,"경상북도 구미시 상모로10길 40 (상모동, 화성파크프레지던트1단지)",경상북도 구미시 상모동 72,36.086703,128.356547,4535.0,5497.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
상모한신휴플러스,공공용,"경상북도 구미시 박정희로 76 (상모동, 상모한신휴플러스)",경상북도 구미시 상모동 541,36.085657,128.350809,4050.0,4909.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
세양청마루아파트 지하주차장(101동~103동),공공용,"경상북도 구미시 박정희로 90-14 (상모동, 세양청마루아파트)",경상북도 구미시 상모동 271,36.086756,128.351396,5171.0,6268.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
상모두산아파트(지하),공공용,"경상북도 구미시 상모로 6 (상모동, 상모두산맨션)",경상북도 구미시 상모동 197-3,36.088151,128.351289,744.0,902.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
보성황실1차아파트 지하주차장(107동~108동),공공용,"경상북도 구미시 상사서로 128 (사곡동, 보성1차황실타운)",경상북도 구미시 사곡동 697-1,36.094646,128.356622,5440.0,6594.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
보성황실2차아파크지하주차장(101동~102동),공공용,"경상북도 구미시 상사동로28길 11 (사곡동, 보성2차황실타운)",경상북도 구미시 사곡동 656-9,36.101503,128.36067,6088.0,7379.0,Y,주차장,054-480-7701,상모사곡동,2020-10-22,경북
경운대학교,공공용,경상북도 구미시 산동면 강동로 730 (경운대학교),,36.171698,128.468071,2236.0,2710.0,Y,식당,054-480-7341,산동면,2020-10-22,경북
전원리빙필,공공용,"경상북도 구미시 비산로1길 4 (비산동, 비산전원리빙필)",경상북도 구미시 비산동 489-1,36.120027,128.374586,719.0,872.0,Y,주차장,054-480-7621,비산동,2020-10-22,경북
벽산아파트,공공용,"경상북도 구미시 비산로5길 19 (비산동, 벽산아파트)",경상북도 구미시 비산동 368,36.121396,128.379007,2718.0,3295.0,Y,주차장,054-480-7621,비산동,2020-10-22,경북
강변보성타운,공공용,"경상북도 구미시 산호대로 423 (비산동, 강변보성타운)",경상북도 구미시 비산동 28,36.121808,128.383635,3643.0,4416.0,Y,주차장,054-480-7621,비산동,2020-10-22,경북
도산휴먼시아(지하주차장),공공용,"경상북도 구미시 문장로12길 45(도량동, 도산휴먼시아)",경상북도 구미시 도량동 754,36.142871,128.335205,1485.0,1800.0,Y,주차장,054-480-7485,도량동,2020-10-22,경북
파크맨션(P-3주차장),공공용,"경상북도 구미시 송동로 154 (도량동, 파크맨션)",경상북도 구미시 도량동 77,36.149359,128.325471,19684.0,23859.0,Y,주차장,054-480-7485,도량동,2020-10-22,경북
두산맨션(지하주차장),공공용,"경상북도 구미시 문장로 121-14 (도량동, 도량두산맨션)",경상북도 구미시 도량동 659,36.144244,128.330068,1785.0,2164.0,Y,주차장,054-480-7485,도량동,2020-10-22,경북
